id,description,theme,genre
1000518,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Moving relationship stories|Underdog fighting and boxing stories|Powerful stories of heartbreak and suffering|Emotional life of renowned artists|Enduring stories of family and marital drama|Violent crime and drugs,Drama
1124025,"A documentary which refutes and debunks facts made by Michael Moore in his film ""Fahrenheit 9/11"".","Politics and human rights|Politics, propaganda, and political documentaries|Riveting political and presidential drama|Military combat and heroic soldiers|Political drama, patriotism, and war",Documentary
1009701,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.","Epic heroes|Sci-fi horror, creatures, and aliens|Superheroes in action-packed battles with villains|Explosive and action-packed heroes vs. villains|Action-packed space and alien sagas|Bloody vampire horror",Science Fiction|Animation|Action
1023284,"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.","Thrillers and murder mysteries|Crime, drugs and gangsters|Intense violence and sexual transgression|Suspenseful crime thrillers|Violent crime and drugs|Violent action, guns, and crime|Gritty crime and ruthless gangsters|Twisted dark psychological thriller",Thriller|Crime|Drama
1014482,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck","Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy|Spooky, scary comedy",Comedy|Family
1016005,An old gangster is advised that Freddie Mays would leave jail after thirty years in prison. His mood changes and he recalls when he was a young punk and who joined Freddie's gang—a man he both envied and ultimately betrayed.,"Crime, drugs and gangsters|Intense violence and sexual transgression|Gritty crime and ruthless gangsters|Graphic violence and brutal revenge|Violent action, guns, and crime|Brutal, violent prison drama|Violent crime and drugs",Drama|Action|Thriller
1049051,"A seemingly charitable soup kitchen operator (who moonlights as a criminology professor) uses his Bowery mission as a front for his criminal gang. Police attempt to close in on the gang as they commit a series of robberies, murders and bizarre experiments on corpses.","Thrillers and murder mysteries|Chilling experiments and classic monster horror|Creepy, chilling, and terrifying horror|Noir and dark crime dramas|Heists and thrilling action|Gritty crime and ruthless gangsters",Action|Horror|Crime
1014429,"Czechoslovakia, March 1939, on the eve of World War II. As the German invaders occupy Prague, inventor Axel Bomasch manages to flee and reach England; but those who need to put his knowledge at the service of the Nazi war machine, in order to carry out their evil plans of destruction, will stop at nothing to capture him.",War and historical adventure|Exciting spy thrillers with tense intrigue|Nazis and World War II|Bravery in War|Explosive and action-packed heroes vs. villains,War|Thriller|Drama
1016373,"When compulsive gambler Little Joe Jackson dies in a drunken fight, he awakens in purgatory, where he learns that he will be sent back to Earth for six months to prove that he deserves to be in heaven. He awakens, remembering nothing and struggles to do right by his devout wife, Petunia, while an angel known as the General and the devil's son, Lucifer Jr., fight for his soul.",Song and dance|Dazzling vocal performances and musicals|Faith and spiritual journeys|Dance rhythms and catchy tunes|Catchy songs and hilarious musical comedy,Music|Fantasy
1005584,The story of Nobel Prize winner Marie Curie and her extraordinary scientific discoveries—through the prism of her marriage to husband Pierre—and the seismic and transformative effects their discovery of radium had on the 20th century.,Humanity and the world around us|Surreal and thought-provoking visions of life and death,Romance|History|Drama
1058182,"In flashback from a 'Rebecca'-style beginning: Ellen Foster, visiting her aunt on the California coast, meets neighbor Jeff Cohalan and his ultramodern clifftop house. Ellen is strongly attracted to Jeff, who's being plagued by unexplainable accidents, major and minor. Bad luck, persecution...or paranoia? Warned that Jeff could be dangerous, Ellen fears that he's in danger, as the menacing atmosphere darkens.",Thrillers and murder mysteries|Noir and dark crime dramas|Suspenseful crime thrillers|Intriguing and suspenseful murder mysteries|Twisted dark psychological thriller|Enduring stories of family and marital drama,Drama
1044805,A group of delinquents on their way to summer camp get stuck in a haunted house.,"Horror, the undead and monster classics|Spooky, scary comedy|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror",Comedy|Horror
1014452,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.","Moving relationship stories|Brutal, violent prison drama|Gripping, intense violent crime|Powerful stories of heartbreak and suffering|Violent crime and drugs|Racism and the powerful fight for justice",Drama|Crime
1003392,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",Crude humor and satire|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Adorable animals and heartwarming families,Adventure|Comedy|Family|Fantasy
